iris_code,iris_libelle,poi_type,poi_id,poi_name,minimum,mediane,moyenne,maximum
0101,Bélep,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,NULL,NULL,NULL,NULL
0201,Boulouparis village,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,164.03,180.09,178.83,188.45
0204,Tomo-Ouinané,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,177.14,186.97,189.21,221.06
0205,Nassirah,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,174.63,179.77,182.25,194.57
0301,Bourail village,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,113.94,119.42,118.98,123.75
0302,Poé Nessadiou,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,121.85,131.63,131.90,142.70
0303,Domaine Deva Le Cap,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,102.31,113.98,116.83,137.37
0304,Nandaï Boghen,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,108.02,123.57,122.53,144.90
0305,Ny,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,117.62,124.46,125.39,136.08
0401,Canala village,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,175.39,186.23,185.44,193.74
0403,Gélima - Kuiné - Mia - Nakéty,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,190.15,194.95,194.80,201.69
0404,Mé Kwaré,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,182.57,206.54,207.48,221.42
0501,Coeur de ville urbain,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,220.30,222.02,222.05,224.05
0502,Coeur de ville littoral,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,218.80,220.15,220.17,221.50
0503,Koutio Secal,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,219.66,220.71,220.71,221.82
0504,Koutio érudits,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,219.19,219.90,219.91,220.71
0505,Koutio Fortunes de mer,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,218.56,219.26,219.30,220.55
0506,Jacarandas I,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,220.34,221.27,221.63,223.34
0507,Jacarandas II,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,220.92,221.52,221.90,225.84
0508,Auteuil,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,221.50,222.64,222.78,224.29
0509,Koghis,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,224.57,226.25,226.38,232.04
0510,Dumbéa/mer Ouest,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,215.67,219.58,219.65,222.81
0511,Dumbea/mer Est - Plaine Adam,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,219.43,220.53,220.86,225.33
0512,Plaine de Koé,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,222.22,225.73,226.07,236.32
0513,Nakutakoin,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,214.80,216.65,217.43,224.94
0514,Nondoué La Couvelée,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,222.29,225.24,225.46,232.04
0515,Katiramona Sud,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,218.72,221.06,221.37,227.42
0516,Dzumac,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,233.11,235.13,235.87,252.98
0601,Farino,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,148.07,153.98,154.58,168.40
0701,Hienghène village,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,107.44,124.97,123.06,140.05
0704,Tiendanite à Ouayaguette,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,70.37,101.22,98.09,114.17
0705,Oué - Hawa - Ouen - Kout - Pwa Jilu,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,58.54,81.30,94.99,146.95
0801,Houaïlou village,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,155.27,164.68,163.97,173.27
0803,Waraï,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,153.85,160.62,161.01,169.19
0805,Nédivin - Bas Nindien,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,139.07,151.49,150.34,157.38
0807,Boréaré - Coula - Karagreu - Nérin,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,121.63,136.34,141.69,174.41
0808,Kua - Néoua - Gwa Ruviano,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,123.58,172.71,165.90,212.09
0901,Vao,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,NULL,NULL,NULL,NULL
0902,Kunié hors Vao,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,NULL,NULL,NULL,NULL
1001,Kaala Gomen village,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,4.97,14.72,14.45,24.15
1004,Ouéholle - Ouémou - Kourou,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,37.73,43.18,45.22,54.51
1006,Massif Ouazangou - Mont Kaala,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,0.02,16.65,17.92,44.91
1101,Koné village,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,48.50,52.69,52.55,56.35
1102,Paiamboué - La Caférie - Foué,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,52.67,56.83,56.79,63.74
1103,Baco - Koniambo,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,54.14,57.28,57.38,60.13
1105,Massif Koniambo - Pinjen,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,40.40,48.41,49.99,60.76
1107,Poindah - Noelly - Néami - Netchaot,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,55.73,65.03,65.82,84.89
1108,Bopope,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,70.51,77.41,78.26,130.80
1201,Koumac village,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,19.21,24.04,24.60,29.94
1202,Pagou - Paop - Wanac,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,27.47,29.35,29.54,32.32
1203,Paagoumène - Chagrin - Karack - Pagui,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,24.64,38.35,38.74,56.55
1206,Piton de Pandop,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,20.60,35.37,32.05,42.23
1301,La Foa village,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,145.26,155.07,157.90,178.79
1303,Oua Tom Forêt noire Pierrat,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,155.99,166.20,167.18,183.95
1401,Gaïtcha,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,NULL,NULL,NULL,NULL
1402,Löessi,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,NULL,NULL,NULL,NULL
1403,Wet,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,NULL,NULL,NULL,NULL
1501,Guahma,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,NULL,NULL,NULL,NULL
1502,La Roche,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,NULL,NULL,NULL,NULL
1503,Tadine Pénélo,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,NULL,NULL,NULL,NULL
1601,Moindou,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,132.55,145.97,147.98,173.33
1701,Yahoué Nord,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,222.23,223.77,223.77,225.76
1702,Yahoué Sud,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,222.65,223.65,223.60,224.77
1703,Pont des Français,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,222.79,223.32,223.56,224.89
1704,La Conception,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,224.23,225.53,225.82,228.99
1705,Robinson Nord,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,226.98,228.28,228.65,231.39
1706,Robinson Sud,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,224.91,226.62,226.62,227.98
1707,Boulari,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,226.20,227.39,227.55,229.93
1708,Saint Michel,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,227.51,228.44,228.47,229.54
1709,Saint Louis,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,228.72,231.90,231.74,234.72
1710,La Coulée Nord,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,233.85,236.54,236.49,238.82
1711,La Coulée Sud,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,234.95,238.23,238.22,242.21
1712,Vallon Dore,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,239.63,241.25,241.25,243.06
1713,Mont Dore Sud,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,243.26,245.62,245.55,247.50
1714,Plum,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,239.02,246.26,246.41,259.44
1715,Mouirange - Grand Sud - Ile Ouen,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,238.28,271.42,271.48,311.19
1716,Malaoui,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,228.69,238.84,239.22,251.58
1801,Val Plaisance Sud - Ouen Toro,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,231.58,232.72,233.04,237.02
1802,Val Plaisance Nord,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,231.30,231.92,232.07,232.85
1803,Anse Vata Est,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,230.13,231.50,231.46,233.16
1804,Anse Vata Ouest,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,230.55,231.62,231.62,232.56
1805,Baie des citrons,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,230.12,231.17,231.10,232.27
1806,Motor Pool - Receiving,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,229.77,230.47,230.46,231.08
1807,N'Géa,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,229.81,230.75,230.72,231.78
1808,Trianon,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,228.37,229.45,229.36,230.18
1809,Orphelinat,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,228.16,229.18,229.17,230.96
1810,Artillerie,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,227.87,228.78,228.71,229.85
1811,Faubourg Blanchot,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,227.96,228.83,228.93,230.23
1812,Quartier Latin - Vallée du Génie,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,226.93,227.85,227.84,228.80
1813,Vallée des Colons Sud Ouest,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,227.44,228.83,228.73,229.90
1814,Vallée des Colons Sud Est,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,228.03,229.15,229.07,229.93
1815,Magenta Ouest,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,227.07,228.15,228.16,229.04
1816,Magenta Tours,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,227.60,228.21,228.20,228.86
1817,Magenta Est,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,227.06,228.76,228.76,230.23
1818,Ouémo,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,229.34,230.14,230.25,231.66
1819,Haut Magenta,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,226.97,227.59,227.62,229.13
1820,Vallée des Colons Nord Est,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,227.31,228.03,227.97,228.29
1821,Vallée des Colons Nord Ouest,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,226.41,227.15,227.10,227.67
1822,Centre ville,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,225.92,226.99,227.01,230.95
1823,Nouville,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,227.87,230.64,230.88,235.17
1824,Vallée du Tir,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,225.10,225.88,225.87,227.40
1825,Doniambo - Montagne coupée - Montravel,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,224.13,225.28,225.38,235.17
1826,Portes de Fer - Sud,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,225.69,226.66,226.60,227.63
1827,Aérodrome Sud,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,225.73,227.32,227.21,228.31
1828,Portes de Fer - Nord,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,224.96,225.64,225.72,227.76
1829,PK 4,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,223.69,224.68,224.69,226.66
1830,Aérodrome Nord,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,224.99,226.09,226.35,229.14
1831,PK 6 Sud,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,224.58,226.39,226.51,228.95
1832,Zone industrielle Ducos,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,221.03,223.92,223.80,226.36
1833,Rivière Salée Sud,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,222.89,223.58,223.62,224.46
1834,PK 6 Nord,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,224.17,224.84,224.98,226.71
1835,Tina,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,222.76,224.95,224.93,227.40
1836,PK 7 Est,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,222.81,223.81,223.75,225.44
1837,PK 7 Ouest,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,222.16,222.84,223.16,224.94
1838,Rivière Salée Nord Est,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,222.84,223.69,223.75,224.67
1839,Normandie Sud,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,221.54,223.03,223.16,225.33
1840,Normandie Nord,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,221.89,222.74,222.81,223.90
1841,Rivière Salée Nord Ouest,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,222.18,222.99,223.03,224.52
1842,Ducos,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,224.62,226.73,226.96,229.32
1843,Logicoop,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,224.77,226.03,226.06,227.22
1844,Kaméré,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,224.24,225.84,225.81,227.22
1845,Tindu - Numbo - Koumourou,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,226.64,228.97,229.06,231.33
1901,Ouégoa village - Balagam - Paraoua - Tarap,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,50.18,55.81,56.01,63.61
1902,Pam - Tiari,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,54.77,70.30,68.72,95.05
1903,Bondé,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,44.93,53.44,55.24,94.19
2001,Saint Joseph Gossanah Takedji,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,NULL,NULL,NULL,NULL
2002,Fayaoué,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,NULL,NULL,NULL,NULL
2003,Mouli,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,NULL,NULL,NULL,NULL
2101,Païta centre,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,211.76,213.71,213.72,215.17
2102,Scheffleras,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,214.97,215.96,215.95,216.94
2103,Nogouta-Les 3 Vallées,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,214.37,216.39,216.82,222.85
2104,Ondémia Port Laguerre,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,203.21,211.75,212.43,225.86
2105,N'Dé Naniouni,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,214.00,216.32,216.50,221.40
2106,Tamoa Bangou Saint Laurent,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,199.17,203.70,203.68,208.04
2107,Tontouta Tiaré,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,191.17,208.97,207.47,224.38
2108,Mont Mou,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,215.33,219.84,219.66,224.55
2109,Humbolt,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,208.08,218.14,216.14,220.69
2110,Savannah - Nouré,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,211.33,214.34,215.45,225.67
2201,Poindimié village,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,107.68,110.88,110.58,113.46
2202,Tiéti - Tyé,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,98.43,106.12,107.74,124.53
2204,Tibarama - Bayes - Ouindo - Ometteux - Napoémien,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,111.24,117.50,118.26,126.12
2205,Goro Até - Goro Jé,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,84.93,133.54,133.37,158.95
2302,Ponérihouen village,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,125.95,139.25,142.79,167.73
2303,Goyetta - Goa - Nébouéba - St Yves,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,133.54,145.15,144.96,151.79
2306,Aoupinié - Goro Darawé,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,124.88,138.21,143.63,169.10
2401,Pouébo village - St Ferdinand - St Louis,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,59.80,77.13,75.00,86.85
2402,Tchamboëne - Diahoué - Colnett,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,86.46,95.61,95.66,107.02
2405,Massif du Panié - Mont Colnett,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,59.15,82.90,74.42,84.53
2501,Pouembout village,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,58.42,62.36,62.60,71.29
2503,Pindaï - Kopéto - Tamaon - Forêt plate,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,63.73,85.44,85.18,109.24
2601,Poum village - Titch,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,60.36,76.27,76.69,93.11
2603,Bouarou - Pangaï - Naraï,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,38.68,57.79,58.53,72.78
2701,Poya village,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,77.62,88.02,88.89,109.33
2705,Gohapin - Montfaoué - Nékliaï Kradji,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,88.47,110.88,107.94,136.56
2706,Poya Sud,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,91.72,102.42,103.27,118.27
2801,Sarraméa,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,150.18,158.09,158.59,171.53
2901,Thio village,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,200.80,205.92,205.84,225.07
2902,Thio,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,181.40,197.49,199.58,221.45
2906,Borendy,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,185.44,235.15,231.97,271.38
3001,Touho village,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,109.60,116.93,118.09,133.92
3003,Tiouandé - Ouanache - Congouma - Paola,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,126.55,132.99,132.73,138.47
3004,Koe - Kokingone - Tiwaka - Pombéi,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,88.72,97.46,98.61,116.59
3101,Voh village - Gatope,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,26.61,33.00,34.59,46.33
3103,Témala,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,16.10,22.74,23.50,92.99
3106,Tiéta,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,26.46,46.63,46.62,78.75
3201,Waho Touaourou Goro,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,276.92,287.29,289.80,310.98
3202,Unia,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,279.69,291.67,291.66,304.01
3203,Ouinné Pourina Plaine des lacs,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,255.37,277.66,282.01,311.47
3301,Kouaoua village - Amon Kasiori,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,184.20,191.38,191.35,205.59
3302,Méa Mébara - Ouérou Pimet,dimenc_centres,1,Nickel Mining Company - OUALA CARRIERE C,168.49,186.30,187.28,205.83
0101,Bélep,dimenc_centres,2,Nickel Mining Company - BOGOTA SUIVANTE-BIENVENUE,NULL,NULL,NULL,NULL
0201,Boulouparis village,dimenc_centres,2,Nickel Mining Company - BOGOTA SUIVANTE-BIENVENUE,64.65,76.61,78.00,89.94
0204,Tomo-Ouinané,dimenc_centres,2,Nickel Mining Company - BOGOTA SUIVANTE-BIENVENUE,71.51,81.29,83.20,105.66
0205,Nassirah,dimenc_centres,2,Nickel Mining Company - BOGOTA SUIVANTE-BIENVENUE,57.00,66.91,70.30,92.23
0301,Bourail village,dimenc_centres,2,Nickel Mining Company - BOGOTA SUIVANTE-BIENVENUE,83.37,86.94,87.51,92.81
0302,Poé Nessadiou,dimenc_centres,2,Nickel Mining Company - BOGOTA SUIVANTE-BIENVENUE,72.75,87.89,86.87,98.69
0303,Domaine Deva Le Cap,dimenc_centres,2,Nickel Mining Company - BOGOTA SUIVANTE-BIENVENUE,92.96,104.61,105.46,118.04
0304,Nandaï Boghen,dimenc_centres,2,Nickel Mining Company - BOGOTA SUIVANTE-BIENVENUE,78.55,92.50,91.71,112.55
0305,Ny,dimenc_centres,2,Nickel Mining Company - BOGOTA SUIVANTE-BIENVENUE,95.12,101.87,102.24,112.34
0401,Canala village,dimenc_centres,2,Nickel Mining Company - BOGOTA SUIVANTE-BIENVENUE,15.25,20.44,22.36,38.30
0403,Gélima - Kuiné - Mia - Nakéty,dimenc_centres,2,Nickel Mining Company - BOGOTA SUIVANTE-BIENVENUE,6.61,13.99,13.72,19.55
0404,Mé Kwaré,dimenc_centres,2,Nickel Mining Company - BOGOTA SUIVANTE-BIENVENUE,0.08,18.49,20.71,45.60
0501,Coeur de ville urbain,dimenc_centres,2,Nickel Mining Company - BOGOTA SUIVANTE-BIENVENUE,114.86,116.58,116.61,118.61
0502,Coeur de ville littoral,dimenc_centres,2,Nickel Mining Company - BOGOTA SUIVANTE-BIENVENUE,113.36,114.71,114.73,116.06
0503,Koutio Secal,dimenc_centres,2,Nickel Mining Company - BOGOTA SUIVANTE-BIENVENUE,114.22,115.27,115.27,116.38
0504,Koutio érudits,dimenc_centres,2,Nickel Mining Company - BOGOTA SUIVANTE-BIENVENUE,113.75,114.46,114.47,115.27
0505,Koutio Fortunes de mer,dimenc_centres,2,Nickel Mining Company - BOGOTA SUIVANTE-BIENVENUE,113.12,113.82,113.86,115.11
0506,Jacarandas I,dimenc_centres,2,Nickel Mining Company - BOGOTA SUIVANTE-BIENVENUE,114.90,115.83,116.19,117.90
0507,Jacarandas II,dimenc_centres,2,Nickel Mining Company - BOGOTA SUIVANTE-BIENVENUE,115.48,116.08,116.46,120.40
0508,Auteuil,dimenc_centres,2,Nickel Mining Company - BOGOTA SUIVANTE-BIENVENUE,116.06,117.20,117.33,118.85
0509,Koghis,dimenc_centres,2,Nickel Mining Company - BOGOTA SUIVANTE-BIENVENUE,119.13,120.81,120.94,126.60
0510,Dumbéa/mer Ouest,dimenc_centres,2,Nickel Mining Company - BOGOTA SUIVANTE-BIENVENUE,110.23,114.14,114.21,117.37
0511,Dumbea/mer Est - Plaine Adam,dimenc_centres,2,Nickel Mining Company - BOGOTA SUIVANTE-BIENVENUE,113.99,115.09,115.42,119.89
0512,Plaine de Koé,dimenc_centres,2,Nickel Mining Company - BOGOTA SUIVANTE-BIENVENUE,116.78,120.29,120.62,130.88
0513,Nakutakoin,dimenc_centres,2,Nickel Mining Company - BOGOTA SUIVANTE-BIENVENUE,109.36,111.21,111.99,119.50
0514,Nondoué La Couvelée,dimenc_centres,2,Nickel Mining Company - BOGOTA SUIVANTE-BIENVENUE,116.85,119.80,120.02,126.60
0515,Katiramona Sud,dimenc_centres,2,Nickel Mining Company - BOGOTA SUIVANTE-BIENVENUE,113.28,115.62,115.93,121.98
0516,Dzumac,dimenc_centres,2,Nickel Mining Company - BOGOTA SUIVANTE-BIENVENUE,127.67,129.69,130.43,147.54
0601,Farino,dimenc_centres,2,Nickel Mining Company - BOGOTA SUIVANTE-BIENVENUE,55.09,59.30,60.16,74.43
0701,Hienghène village,dimenc_centres,2,Nickel Mining Company - BOGOTA SUIVANTE-BIENVENUE,200.83,215.57,233.96,310.87
0704,Tiendanite à Ouayaguette,dimenc_centres,2,Nickel Mining Company - BOGOTA SUIVANTE-BIENVENUE,223.58,234.01,239.24,265.56
0705,Oué - Hawa - Ouen - Kout - Pwa Jilu,dimenc_centres,2,Nickel Mining Company - BOGOTA SUIVANTE-BIENVENUE,195.37,214.32,222.64,262.75
0801,Houaïlou village,dimenc_centres,2,Nickel Mining Company - BOGOTA SUIVANTE-BIENVENUE,74.10,82.83,82.92,97.52
0803,Waraï,dimenc_centres,2,Nickel Mining Company - BOGOTA SUIVANTE-BIENVENUE,89.16,96.49,98.22,114.40
0805,Nédivin - Bas Nindien,dimenc_centres,2,Nickel Mining Company - BOGOTA SUIVANTE-BIENVENUE,89.16,93.99,95.79,106.93
0807,Boréaré - Coula - Karagreu - Nérin,dimenc_centres,2,Nickel Mining Company - BOGOTA SUIVANTE-BIENVENUE,89.11,110.43,108.61,128.59
0808,Kua - Néoua - Gwa Ruviano,dimenc_centres,2,Nickel Mining Company - BOGOTA SUIVANTE-BIENVENUE,59.97,83.43,87.71,115.43
0901,Vao,dimenc_centres,2,Nickel Mining Company - BOGOTA SUIVANTE-BIENVENUE,NULL,NULL,NULL,NULL
0902,Kunié hors Vao,dimenc_centres,2,Nickel Mining Company - BOGOTA SUIVANTE-BIENVENUE,NULL,NULL,NULL,NULL
1001,Kaala Gomen village,dimenc_centres,2,Nickel Mining Company - BOGOTA SUIVANTE-BIENVENUE,189.34,205.58,203.84,216.54
1004,Ouéholle - Ouémou - Kourou,dimenc_centres,2,Nickel Mining Company - BOGOTA SUIVANTE-BIENVENUE,230.12,235.56,237.61,246.89
1006,Massif Ouazangou - Mont Kaala,dimenc_centres,2,Nickel Mining Company - BOGOTA SUIVANTE-BIENVENUE,194.99,210.65,211.97,237.30
1101,Koné village,dimenc_centres,2,Nickel Mining Company - BOGOTA SUIVANTE-BIENVENUE,152.86,155.14,155.12,158.23
1102,Paiamboué - La Caférie - Foué,dimenc_centres,2,Nickel Mining Company - BOGOTA SUIVANTE-BIENVENUE,146.81,151.50,151.78,162.03
1103,Baco - Koniambo,dimenc_centres,2,Nickel Mining Company - BOGOTA SUIVANTE-BIENVENUE,150.62,153.80,154.52,158.36
1105,Massif Koniambo - Pinjen,dimenc_centres,2,Nickel Mining Company - BOGOTA SUIVANTE-BIENVENUE,156.76,171.01,171.22,189.25
1107,Poindah - Noelly - Néami - Netchaot,dimenc_centres,2,Nickel Mining Company - BOGOTA SUIVANTE-BIENVENUE,147.37,159.19,160.01,178.44
1108,Bopope,dimenc_centres,2,Nickel Mining Company - BOGOTA SUIVANTE-BIENVENUE,164.05,170.60,171.08,224.35
