iris_code,iris_libelle,poi_type,poi_id,poi_name,minimum,mediane,moyenne,maximum
1809,Orphelinat,dimenc_centres,3,Nickel Mining Company - CLAUDE ET PHILOMENE,161.98,163.00,162.98,164.77
1810,Artillerie,dimenc_centres,3,Nickel Mining Company - CLAUDE ET PHILOMENE,161.69,162.59,162.52,163.66
1811,Faubourg Blanchot,dimenc_centres,3,Nickel Mining Company - CLAUDE ET PHILOMENE,161.77,162.64,162.75,164.04
1812,Quartier Latin - Vallée du Génie,dimenc_centres,3,Nickel Mining Company - CLAUDE ET PHILOMENE,160.74,161.66,161.66,162.61
1813,Vallée des Colons Sud Ouest,dimenc_centres,3,Nickel Mining Company - CLAUDE ET PHILOMENE,161.26,162.64,162.55,163.71
1814,Vallée des Colons Sud Est,dimenc_centres,3,Nickel Mining Company - CLAUDE ET PHILOMENE,161.85,162.97,162.89,163.74
1815,Magenta Ouest,dimenc_centres,3,Nickel Mining Company - CLAUDE ET PHILOMENE,160.88,161.96,161.98,162.86
1816,Magenta Tours,dimenc_centres,3,Nickel Mining Company - CLAUDE ET PHILOMENE,161.41,162.02,162.01,162.67
1817,Magenta Est,dimenc_centres,3,Nickel Mining Company - CLAUDE ET PHILOMENE,160.87,162.57,162.57,164.05
1818,Ouémo,dimenc_centres,3,Nickel Mining Company - CLAUDE ET PHILOMENE,163.15,163.96,164.06,165.48
1819,Haut Magenta,dimenc_centres,3,Nickel Mining Company - CLAUDE ET PHILOMENE,160.79,161.40,161.44,162.95
1820,Vallée des Colons Nord Est,dimenc_centres,3,Nickel Mining Company - CLAUDE ET PHILOMENE,161.12,161.85,161.78,162.10
1821,Vallée des Colons Nord Ouest,dimenc_centres,3,Nickel Mining Company - CLAUDE ET PHILOMENE,160.23,160.97,160.91,161.48
1822,Centre ville,dimenc_centres,3,Nickel Mining Company - CLAUDE ET PHILOMENE,159.74,160.81,160.82,164.77
1823,Nouville,dimenc_centres,3,Nickel Mining Company - CLAUDE ET PHILOMENE,161.68,164.45,164.69,168.98
1824,Vallée du Tir,dimenc_centres,3,Nickel Mining Company - CLAUDE ET PHILOMENE,158.92,159.70,159.69,161.22
1825,Doniambo - Montagne coupée - Montravel,dimenc_centres,3,Nickel Mining Company - CLAUDE ET PHILOMENE,157.94,159.09,159.19,168.99
1826,Portes de Fer - Sud,dimenc_centres,3,Nickel Mining Company - CLAUDE ET PHILOMENE,159.50,160.47,160.41,161.45
1827,Aérodrome Sud,dimenc_centres,3,Nickel Mining Company - CLAUDE ET PHILOMENE,159.54,161.14,161.02,162.12
1828,Portes de Fer - Nord,dimenc_centres,3,Nickel Mining Company - CLAUDE ET PHILOMENE,158.77,159.45,159.54,161.57
1829,PK 4,dimenc_centres,3,Nickel Mining Company - CLAUDE ET PHILOMENE,157.50,158.49,158.51,160.47
1830,Aérodrome Nord,dimenc_centres,3,Nickel Mining Company - CLAUDE ET PHILOMENE,158.80,159.90,160.16,162.96
1831,PK 6 Sud,dimenc_centres,3,Nickel Mining Company - CLAUDE ET PHILOMENE,158.39,160.20,160.32,162.76
1832,Zone industrielle Ducos,dimenc_centres,3,Nickel Mining Company - CLAUDE ET PHILOMENE,154.85,157.74,157.62,160.18
1833,Rivière Salée Sud,dimenc_centres,3,Nickel Mining Company - CLAUDE ET PHILOMENE,156.71,157.40,157.44,158.28
1834,PK 6 Nord,dimenc_centres,3,Nickel Mining Company - CLAUDE ET PHILOMENE,157.98,158.65,158.79,160.52
1835,Tina,dimenc_centres,3,Nickel Mining Company - CLAUDE ET PHILOMENE,156.57,158.77,158.74,161.22
1836,PK 7 Est,dimenc_centres,3,Nickel Mining Company - CLAUDE ET PHILOMENE,156.62,157.62,157.56,159.25
1837,PK 7 Ouest,dimenc_centres,3,Nickel Mining Company - CLAUDE ET PHILOMENE,155.97,156.66,156.98,158.75
1838,Rivière Salée Nord Est,dimenc_centres,3,Nickel Mining Company - CLAUDE ET PHILOMENE,156.66,157.51,157.56,158.48
1839,Normandie Sud,dimenc_centres,3,Nickel Mining Company - CLAUDE ET PHILOMENE,155.36,156.84,156.97,159.14
1840,Normandie Nord,dimenc_centres,3,Nickel Mining Company - CLAUDE ET PHILOMENE,155.70,156.55,156.63,157.71
1841,Rivière Salée Nord Ouest,dimenc_centres,3,Nickel Mining Company - CLAUDE ET PHILOMENE,156.00,156.81,156.85,158.33
1842,Ducos,dimenc_centres,3,Nickel Mining Company - CLAUDE ET PHILOMENE,158.44,160.55,160.78,163.13
1843,Logicoop,dimenc_centres,3,Nickel Mining Company - CLAUDE ET PHILOMENE,158.59,159.84,159.88,161.04
1844,Kaméré,dimenc_centres,3,Nickel Mining Company - CLAUDE ET PHILOMENE,158.05,159.65,159.62,161.03
1845,Tindu - Numbo - Koumourou,dimenc_centres,3,Nickel Mining Company - CLAUDE ET PHILOMENE,160.45,162.79,162.87,165.14
1901,Ouégoa village - Balagam - Paraoua - Tarap,dimenc_centres,3,Nickel Mining Company - CLAUDE ET PHILOMENE,156.76,162.39,162.59,170.19
1902,Pam - Tiari,dimenc_centres,3,Nickel Mining Company - CLAUDE ET PHILOMENE,161.35,176.88,175.30,201.63
1903,Bondé,dimenc_centres,3,Nickel Mining Company - CLAUDE ET PHILOMENE,151.51,160.02,161.81,200.77
2001,Saint Joseph Gossanah Takedji,dimenc_centres,3,Nickel Mining Company - CLAUDE ET PHILOMENE,NULL,NULL,NULL,NULL
2002,Fayaoué,dimenc_centres,3,Nickel Mining Company - CLAUDE ET PHILOMENE,NULL,NULL,NULL,NULL
2003,Mouli,dimenc_centres,3,Nickel Mining Company - CLAUDE ET PHILOMENE,NULL,NULL,NULL,NULL
2101,Païta centre,dimenc_centres,3,Nickel Mining Company - CLAUDE ET PHILOMENE,145.57,147.52,147.53,148.98
2102,Scheffleras,dimenc_centres,3,Nickel Mining Company - CLAUDE ET PHILOMENE,148.79,149.77,149.77,150.75
2103,Nogouta-Les 3 Vallées,dimenc_centres,3,Nickel Mining Company - CLAUDE ET PHILOMENE,148.18,150.20,150.64,156.66
2104,Ondémia Port Laguerre,dimenc_centres,3,Nickel Mining Company - CLAUDE ET PHILOMENE,137.02,145.57,146.24,159.68
2105,N'Dé Naniouni,dimenc_centres,3,Nickel Mining Company - CLAUDE ET PHILOMENE,147.82,150.14,150.31,155.21
2106,Tamoa Bangou Saint Laurent,dimenc_centres,3,Nickel Mining Company - CLAUDE ET PHILOMENE,132.98,137.52,137.50,141.85
2107,Tontouta Tiaré,dimenc_centres,3,Nickel Mining Company - CLAUDE ET PHILOMENE,124.99,142.78,141.28,158.19
2108,Mont Mou,dimenc_centres,3,Nickel Mining Company - CLAUDE ET PHILOMENE,149.14,153.65,153.47,158.36
2109,Humbolt,dimenc_centres,3,Nickel Mining Company - CLAUDE ET PHILOMENE,141.90,151.95,149.95,154.50
2110,Savannah - Nouré,dimenc_centres,3,Nickel Mining Company - CLAUDE ET PHILOMENE,145.15,148.15,149.26,159.48
2201,Poindimié village,dimenc_centres,3,Nickel Mining Company - CLAUDE ET PHILOMENE,108.14,110.87,110.86,113.43
2202,Tiéti - Tyé,dimenc_centres,3,Nickel Mining Company - CLAUDE ET PHILOMENE,106.17,113.68,115.32,132.27
2204,Tibarama - Bayes - Ouindo - Ometteux - Napoémien,dimenc_centres,3,Nickel Mining Company - CLAUDE ET PHILOMENE,95.42,105.08,105.14,119.92
2205,Goro Até - Goro Jé,dimenc_centres,3,Nickel Mining Company - CLAUDE ET PHILOMENE,92.67,105.44,108.67,140.03
2302,Ponérihouen village,dimenc_centres,3,Nickel Mining Company - CLAUDE ET PHILOMENE,79.79,88.99,89.56,107.17
2303,Goyetta - Goa - Nébouéba - St Yves,dimenc_centres,3,Nickel Mining Company - CLAUDE ET PHILOMENE,67.67,76.98,81.29,112.66
2306,Aoupinié - Goro Darawé,dimenc_centres,3,Nickel Mining Company - CLAUDE ET PHILOMENE,51.23,64.56,73.91,107.78
2401,Pouébo village - St Ferdinand - St Louis,dimenc_centres,3,Nickel Mining Company - CLAUDE ET PHILOMENE,166.38,183.70,181.58,193.43
2402,Tchamboëne - Diahoué - Colnett,dimenc_centres,3,Nickel Mining Company - CLAUDE ET PHILOMENE,193.04,202.19,202.24,213.60
2405,Massif du Panié - Mont Colnett,dimenc_centres,3,Nickel Mining Company - CLAUDE ET PHILOMENE,165.73,189.48,181.00,191.11
2501,Pouembout village,dimenc_centres,3,Nickel Mining Company - CLAUDE ET PHILOMENE,54.40,60.71,61.12,69.07
2503,Pindaï - Kopéto - Tamaon - Forêt plate,dimenc_centres,3,Nickel Mining Company - CLAUDE ET PHILOMENE,41.83,69.51,68.82,100.79
2601,Poum village - Titch,dimenc_centres,3,Nickel Mining Company - CLAUDE ET PHILOMENE,166.94,182.85,183.27,199.69
2603,Bouarou - Pangaï - Naraï,dimenc_centres,3,Nickel Mining Company - CLAUDE ET PHILOMENE,145.26,164.37,165.11,179.36
2701,Poya village,dimenc_centres,3,Nickel Mining Company - CLAUDE ET PHILOMENE,28.29,44.91,42.74,68.83
2705,Gohapin - Montfaoué - Nékliaï Kradji,dimenc_centres,3,Nickel Mining Company - CLAUDE ET PHILOMENE,2.08,29.90,30.64,62.91
2706,Poya Sud,dimenc_centres,3,Nickel Mining Company - CLAUDE ET PHILOMENE,23.29,35.22,36.40,52.08
2801,Sarraméa,dimenc_centres,3,Nickel Mining Company - CLAUDE ET PHILOMENE,84.00,91.91,92.41,105.35
2901,Thio village,dimenc_centres,3,Nickel Mining Company - CLAUDE ET PHILOMENE,134.61,139.73,139.65,158.89
2902,Thio,dimenc_centres,3,Nickel Mining Company - CLAUDE ET PHILOMENE,115.21,131.30,133.39,155.27
2906,Borendy,dimenc_centres,3,Nickel Mining Company - CLAUDE ET PHILOMENE,119.26,168.96,165.79,205.19
3001,Touho village,dimenc_centres,3,Nickel Mining Company - CLAUDE ET PHILOMENE,117.34,124.67,125.83,141.66
3003,Tiouandé - Ouanache - Congouma - Paola,dimenc_centres,3,Nickel Mining Company - CLAUDE ET PHILOMENE,134.29,141.02,141.51,148.11
3004,Koe - Kokingone - Tiwaka - Pombéi,dimenc_centres,3,Nickel Mining Company - CLAUDE ET PHILOMENE,96.46,105.20,106.35,124.33
3101,Voh village - Gatope,dimenc_centres,3,Nickel Mining Company - CLAUDE ET PHILOMENE,77.83,88.30,87.19,95.92
3103,Témala,dimenc_centres,3,Nickel Mining Company - CLAUDE ET PHILOMENE,92.88,102.80,102.94,199.57
3106,Tiéta,dimenc_centres,3,Nickel Mining Company - CLAUDE ET PHILOMENE,81.34,95.92,95.86,136.80
3201,Waho Touaourou Goro,dimenc_centres,3,Nickel Mining Company - CLAUDE ET PHILOMENE,210.73,221.10,223.61,244.80
3202,Unia,dimenc_centres,3,Nickel Mining Company - CLAUDE ET PHILOMENE,213.50,225.49,225.47,237.82
3203,Ouinné Pourina Plaine des lacs,dimenc_centres,3,Nickel Mining Company - CLAUDE ET PHILOMENE,189.18,211.48,215.82,245.28
3301,Kouaoua village - Amon Kasiori,dimenc_centres,3,Nickel Mining Company - CLAUDE ET PHILOMENE,95.80,106.02,105.92,127.03
3302,Méa Mébara - Ouérou Pimet,dimenc_centres,3,Nickel Mining Company - CLAUDE ET PHILOMENE,102.30,114.67,116.39,129.77
0101,Bélep,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,NULL,NULL,NULL,NULL
0201,Boulouparis village,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,78.40,90.95,91.60,105.39
0204,Tomo-Ouinané,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,67.85,75.35,77.26,132.44
0205,Nassirah,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,86.01,93.58,95.92,109.05
0301,Bourail village,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,137.05,140.63,141.19,146.50
0302,Poé Nessadiou,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,126.43,141.57,140.56,152.37
0303,Domaine Deva Le Cap,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,146.64,158.30,159.15,171.72
0304,Nandaï Boghen,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,132.24,146.22,145.57,166.24
0305,Ny,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,148.81,155.56,155.93,166.02
0401,Canala village,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,136.18,147.01,146.16,154.52
0403,Gélima - Kuiné - Mia - Nakéty,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,140.72,147.42,146.75,153.13
0404,Mé Kwaré,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,135.53,153.83,153.51,169.63
0501,Coeur de ville urbain,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,37.77,39.35,39.52,42.29
0502,Coeur de ville littoral,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,38.60,40.07,40.16,42.49
0503,Koutio Secal,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,39.39,40.55,40.61,41.62
0504,Koutio érudits,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,39.82,40.65,40.66,42.25
0505,Koutio Fortunes de mer,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,40.48,41.38,41.52,42.33
0506,Jacarandas I,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,41.29,43.06,42.94,44.66
0507,Jacarandas II,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,40.25,41.04,41.28,43.82
0508,Auteuil,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,38.37,40.07,40.20,42.27
0509,Koghis,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,42.55,44.48,44.55,50.38
0510,Dumbéa/mer Ouest,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,41.22,42.38,42.43,45.83
0511,Dumbea/mer Est - Plaine Adam,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,41.34,42.62,42.91,49.45
0512,Plaine de Koé,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,44.10,50.23,49.81,60.82
0513,Nakutakoin,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,43.29,45.71,46.17,54.03
0514,Nondoué La Couvelée,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,47.87,52.23,52.32,57.62
0515,Katiramona Sud,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,47.34,50.57,50.37,55.53
0516,Dzumac,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,40.97,59.57,58.79,61.47
0601,Farino,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,110.32,114.80,115.74,130.21
0701,Hienghène village,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,287.67,302.41,312.96,364.56
0704,Tiendanite à Ouayaguette,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,310.42,318.89,321.09,345.27
0705,Oué - Hawa - Ouen - Kout - Pwa Jilu,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,249.05,293.06,291.54,340.74
0801,Houaïlou village,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,173.92,182.65,182.68,197.33
0803,Waraï,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,188.97,196.31,198.03,214.22
0805,Nédivin - Bas Nindien,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,170.26,182.68,181.53,188.57
0807,Boréaré - Coula - Karagreu - Nérin,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,154.81,170.19,174.89,204.73
0808,Kua - Néoua - Gwa Ruviano,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,154.77,174.61,174.78,193.63
0901,Vao,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,NULL,NULL,NULL,NULL
0902,Kunié hors Vao,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,NULL,NULL,NULL,NULL
1001,Kaala Gomen village,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,243.02,259.27,257.52,270.22
1004,Ouéholle - Ouémou - Kourou,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,283.80,289.25,291.29,300.58
1006,Massif Ouazangou - Mont Kaala,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,248.68,264.33,265.66,290.98
1101,Koné village,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,206.54,208.82,208.81,211.92
1102,Paiamboué - La Caférie - Foué,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,200.50,205.19,205.47,215.71
1103,Baco - Koniambo,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,204.30,207.48,208.21,212.04
1105,Massif Koniambo - Pinjen,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,210.45,224.70,224.90,242.94
1107,Poindah - Noelly - Néami - Netchaot,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,201.05,212.87,213.70,232.12
1108,Bopope,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,217.74,224.65,225.49,278.04
1201,Koumac village,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,265.28,270.11,270.66,276.01
1202,Pagou - Paop - Wanac,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,273.54,275.42,275.61,278.39
1203,Paagoumène - Chagrin - Karack - Pagui,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,270.71,284.42,284.81,302.62
1206,Piton de Pandop,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,266.67,281.44,278.12,288.30
1301,La Foa village,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,94.81,107.54,107.56,120.99
1303,Oua Tom Forêt noire Pierrat,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,95.07,112.70,111.72,136.14
1401,Gaïtcha,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,NULL,NULL,NULL,NULL
1402,Löessi,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,NULL,NULL,NULL,NULL
1403,Wet,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,NULL,NULL,NULL,NULL
1501,Guahma,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,NULL,NULL,NULL,NULL
1502,La Roche,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,NULL,NULL,NULL,NULL
1503,Tadine Pénélo,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,NULL,NULL,NULL,NULL
1601,Moindou,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,113.74,120.21,123.78,155.41
1701,Yahoué Nord,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,38.89,39.96,40.10,41.90
1702,Yahoué Sud,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,37.92,39.07,39.15,40.90
1703,Pont des Français,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,36.49,37.49,37.48,38.34
1704,La Conception,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,34.70,36.40,36.40,39.58
1705,Robinson Nord,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,34.97,36.84,37.20,40.04
1706,Robinson Sud,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,33.44,34.81,34.89,36.80
1707,Boulari,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,31.82,33.02,32.98,38.58
1708,Saint Michel,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,30.10,31.44,31.44,32.75
1709,Saint Louis,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,25.49,28.80,28.66,32.70
1710,La Coulée Nord,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,21.16,24.77,24.65,27.70
1711,La Coulée Sud,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,20.37,24.66,24.32,29.07
1712,Vallon Dore,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,23.25,25.86,25.81,27.71
1713,Mont Dore Sud,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,17.36,21.01,20.80,23.57
1714,Plum,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,3.68,14.23,13.94,23.82
1715,Mouirange - Grand Sud - Ile Ouen,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,0.14,25.78,28.90,61.95
1716,Malaoui,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,22.07,29.75,30.03,43.47
1801,Val Plaisance Sud - Ouen Toro,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,47.68,49.55,49.71,54.23
1802,Val Plaisance Nord,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,47.55,48.19,48.46,49.45
1803,Anse Vata Est,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,47.37,48.72,48.67,50.21
1804,Anse Vata Ouest,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,47.79,48.88,48.96,50.11
1805,Baie des citrons,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,47.76,48.74,48.74,49.92
1806,Motor Pool - Receiving,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,46.87,47.69,47.68,48.58
1807,N'Géa,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,46.04,47.16,47.07,48.20
1808,Trianon,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,45.31,46.40,46.28,47.08
1809,Orphelinat,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,45.72,46.60,46.70,48.60
1810,Artillerie,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,45.52,46.42,46.35,47.49
1811,Faubourg Blanchot,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,44.77,45.65,45.65,46.49
1812,Quartier Latin - Vallée du Génie,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,44.22,45.25,45.14,45.91
1813,Vallée des Colons Sud Ouest,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,43.79,44.87,44.90,46.32
1814,Vallée des Colons Sud Est,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,43.11,44.21,44.18,44.93
1815,Magenta Ouest,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,42.15,43.23,43.17,43.95
1816,Magenta Tours,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,42.60,43.25,43.22,43.94
1817,Magenta Est,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,41.61,42.67,42.73,44.11
1818,Ouémo,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,43.22,44.03,44.13,45.54
1819,Haut Magenta,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,42.10,42.97,42.97,44.55
1820,Vallée des Colons Nord Est,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,43.03,43.73,43.75,44.93
1821,Vallée des Colons Nord Ouest,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,44.02,44.39,44.39,44.85
1822,Centre ville,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,43.57,44.64,44.63,48.60
1823,Nouville,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,45.52,48.28,48.52,52.81
1824,Vallée du Tir,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,42.51,43.51,43.44,45.05
1825,Doniambo - Montagne coupée - Montravel,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,41.00,42.32,42.51,50.69
1826,Portes de Fer - Sud,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,41.10,41.77,41.79,42.48
1827,Aérodrome Sud,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,40.09,41.39,41.32,42.19
1828,Portes de Fer - Nord,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,40.47,41.09,41.13,42.71
1829,PK 4,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,39.03,40.03,40.11,42.52
1830,Aérodrome Nord,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,39.06,40.08,40.26,43.02
1831,PK 6 Sud,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,37.83,39.94,40.10,42.46
1832,Zone industrielle Ducos,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,39.48,41.91,41.87,44.36
1833,Rivière Salée Sud,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,39.38,40.79,40.74,41.58
1834,PK 6 Nord,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,38.14,39.61,39.60,41.06
1835,Tina,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,36.22,37.83,37.90,40.16
1836,PK 7 Est,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,37.80,38.80,38.74,40.43
1837,PK 7 Ouest,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,37.60,38.13,38.35,39.93
1838,Rivière Salée Nord Est,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,38.37,40.44,40.37,41.36
1839,Normandie Sud,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,35.32,36.97,36.99,38.65
1840,Normandie Nord,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,36.90,37.96,37.96,38.89
1841,Rivière Salée Nord Ouest,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,40.63,41.22,41.19,41.78
1842,Ducos,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,42.35,44.72,45.07,47.76
1843,Logicoop,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,43.22,44.47,44.51,45.67
1844,Kaméré,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,42.69,44.29,44.26,45.66
1845,Tindu - Numbo - Koumourou,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,45.09,47.42,47.50,49.78
1901,Ouégoa village - Balagam - Paraoua - Tarap,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,296.25,301.88,302.08,309.68
1902,Pam - Tiari,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,300.84,316.37,314.79,341.12
1903,Bondé,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,291.00,299.51,301.31,340.26
2001,Saint Joseph Gossanah Takedji,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,NULL,NULL,NULL,NULL
2002,Fayaoué,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,NULL,NULL,NULL,NULL
2003,Mouli,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,NULL,NULL,NULL,NULL
2101,Païta centre,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,47.11,50.82,50.89,53.80
2102,Scheffleras,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,50.95,51.96,52.03,53.17
2103,Nogouta-Les 3 Vallées,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,49.25,51.04,51.13,54.70
2104,Ondémia Port Laguerre,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,48.57,51.75,52.62,62.94
2105,N'Dé Naniouni,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,54.10,56.89,58.54,64.16
2106,Tamoa Bangou Saint Laurent,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,54.00,59.28,59.67,65.41
2107,Tontouta Tiaré,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,58.46,69.27,69.97,83.80
2108,Mont Mou,dimenc_centres,4,Maï Kouaoua Mines - GRAZIELLA,51.28,55.83,55.70,60.52
