poi_type,,dimenc_centres,dimenc_centres,dimenc_centres,dimenc_centres,dimenc_centres,dimenc_centres,dimenc_centres,dimenc_centres,dimenc_centres,dimenc_centres,dimenc_centres,dimenc_centres,dimenc_usines,dimenc_centres,dimenc_centres,dimenc_centres,dimenc_centres,dimenc_centres,dimenc_centres,dimenc_centres,dimenc_centres,dimenc_centres,dimenc_centres,dimenc_centres,dimenc_centres,dimenc_centres,dimenc_centres,dimenc_centres,dimenc_centres,dimenc_centres,dimenc_centres,dimenc_centres,dimenc_centres,dimenc_centres,dimenc_centres,dimenc_centres,dimenc_centres,dimenc_centres,dimenc_centres,dimenc_centres,dimenc_centres,dimenc_usines,dimenc_usines
poi_id,,1,2,3,4,5,6,7,8,9,10,11,12,1,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,2,3
poi_name,,Nickel Mining Company - OUALA CARRIERE C,Nickel Mining Company - BOGOTA SUIVANTE-BIENVENUE,Nickel Mining Company - CLAUDE ET PHILOMENE,Maï Kouaoua Mines - GRAZIELLA,Nickel Mining Company - KOUE,Société des Mines de la Tontouta - MICHEL 37,Société des Mines de la Tontouta - TUNNEY,Société des Mines de la Tontouta - NAKETY PLATEAU,Nickel Mining Company - PB2 carrière basse,Société le Nickel - VERSE RACHEL,Société le Nickel - POUM,Société le Nickel - TIEBAGHI,KNS - Koniambo,Société le Nickel - ETOILE DU NORD,Nickel Mining Company - OUACO OUAZANGOU,Nickel Mining Company - OUACO TAOM,Société le Nickel - KOPETO,Nickel Mining Company - PINPIN 1B,Société des Mines de la Tontouta - CAP BOCAGE,Société le Nickel - PORO FRANCAISE,Nickel Mining Company - ALICE-PHILIPPE,Société le Nickel - KOUAOUA MEA-KIEL-DOUMA,Société des Mines de la Tontouta - BOGOTA EARLY DOWN-NIGL,Nickel Mining Company - NAKETY EDOUARD-EUREKA-CIRCEE,Société le Nickel - THIO PLATEAU,Société le Nickel - THIO CAMP DES SAPINS,Société minière Georges Montagnat - TOMO-SMMO 43,Société le Nickel - OPOUE,Société minière Georges Montagnat - VULCAIN,Maï Kouaoua Mines - ADA,Société des Mines de la Tontouta - MICHEL 38,Société le Nickel - BOUALOUDJELIMA,Société minière Georges Montagnat - OUINNE,Société le Nickel - DOTHIO,Société le Nickel - PINPIN 1A,Société des Mines de la Tontouta - NAKETY LUCIENNE,Société le Nickel - PORO BONINI,Vale Nouvelle-Calédonie - GORO,Koniambo Nickel SAS - KONIAMBO,Nickel Mining Company - KADJITRA,Société le Nickel - STAMBOUL,VALE NC - Goro,SLN - Doniambo
iris_code,iris_libelle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2705,Gohapin - Montfaoué - Nékliaï Kradji,110.88,134.79,29.9,188.58,115.2,139.44,122.93,146.36,198.66,55.68,163.23,145.35,76.33,136.67,114.94,126.63,63.5,38.48,81.68,79.79,94.63,112.02,136.54,142.48,138.34,151.58,134.92,131.26,149.91,192.98,125.76,120.65,N/A,150.12,35.04,145.53,80.04,238.07,94.1,102.51,100.04,232.65,155.5
2706,Poya Sud,102.42,112.22,35.22,165.91,106.74,130.98,114.47,123.79,175.99,47.22,154.77,136.89,67.87,128.22,106.48,118.17,55.04,25.97,90.25,80.81,95.65,103.55,113.97,119.91,115.67,128.91,112.25,108.59,127.24,170.31,117.3,112.19,N/A,127.44,22.53,122.96,81.06,215.39,85.64,103.53,101.06,209.98,132.83
2801,Sarraméa,158.09,51.49,91.91,118.87,162.41,186.66,170.14,63.06,128.95,102.89,210.44,192.56,123.54,183.89,162.15,173.84,110.71,82.95,99.08,69.86,49.41,42.81,53.24,59.18,68.24,81.88,65.21,61.55,80.2,123.27,172.97,167.86,N/A,73.76,79.51,62.23,62.6,168.36,141.31,53.3,47.98,162.94,85.79
2901,Thio village,205.92,39.97,139.73,117.3,210.24,234.48,217.97,27.37,127.38,150.71,258.27,240.39,171.36,231.71,209.98,221.67,158.53,130.77,133.89,104.68,84.23,77.63,41.72,29.27,12.49,38.13,63.64,59.98,78.63,121.7,220.79,215.68,N/A,18.33,127.33,47.14,97.42,166.79,189.13,88.11,82.8,161.37,84.22
2902,Thio,197.49,47.3,131.3,108.87,201.81,226.05,209.54,34.71,118.95,142.28,249.84,231.96,162.93,223.28,201.55,213.24,150.1,122.34,140.87,111.65,91.2,84.6,49.05,36.6,17.71,35.13,55.21,51.55,70.2,113.27,212.37,207.25,N/A,25.73,118.9,54.47,104.39,158.36,180.7,95.08,89.77,152.94,75.79
2906,Borendy,235.15,71.38,168.96,146.53,239.47,263.71,247.2,58.78,156.61,179.94,287.5,269.62,200.59,260.94,239.21,250.9,187.76,160.0,165.3,136.09,115.64,109.04,73.13,60.68,41.72,67.36,92.87,89.21,107.86,150.93,250.02,244.91,N/A,49.74,156.56,78.55,128.82,196.02,218.36,119.52,114.21,190.6,113.45
3001,Touho village,116.93,177.32,124.67,264.16,121.25,145.49,128.97,188.89,274.24,103.99,169.28,151.4,82.37,142.72,120.98,132.68,111.81,118.31,89.33,106.96,121.81,144.58,179.07,185.01,206.09,227.16,210.5,206.83,225.48,268.56,131.8,126.69,N/A,201.36,114.87,188.06,107.21,313.64,100.14,129.69,127.21,308.22,231.07
3003,Tiouandé - Ouanache - Congouma - Paola,132.99,193.68,141.02,280.51,137.31,155.94,139.42,205.25,290.59,120.35,179.73,161.85,98.73,153.17,135.65,148.74,128.17,134.67,105.69,123.32,138.17,160.94,195.43,201.37,222.45,243.52,226.85,223.19,241.84,284.91,142.25,137.14,N/A,217.72,131.23,204.42,123.57,330.0,116.5,146.05,143.57,324.58,247.43
3004,Koe - Kokingone - Tiwaka - Pombéi,97.46,164.23,105.2,244.69,101.78,126.02,109.51,175.8,254.77,84.52,149.81,131.93,62.91,123.25,101.52,113.21,92.34,98.84,76.24,93.87,108.72,131.49,165.98,171.92,189.89,207.69,191.03,187.37,206.02,249.09,112.34,107.22,N/A,188.28,95.4,174.97,94.12,294.17,80.67,116.6,114.12,288.76,211.61
3101,Voh village - Gatope,33.0,174.11,88.3,227.79,37.32,61.56,45.04,185.68,237.87,67.62,85.35,67.47,11.67,58.79,37.05,48.75,75.44,81.94,137.6,142.69,157.54,165.43,175.86,181.8,177.55,190.79,174.13,170.47,189.12,232.19,47.87,42.76,N/A,189.33,78.5,184.85,142.94,277.28,25.1,165.42,162.94,271.86,194.71
3103,Témala,22.74,188.6,102.8,242.29,27.06,51.3,34.79,200.17,252.37,82.12,75.09,57.21,26.16,48.53,26.8,38.49,89.94,96.44,152.1,157.19,172.03,179.93,190.35,196.29,192.05,205.29,188.63,184.97,203.62,246.69,37.62,32.51,N/A,203.82,93.0,199.34,157.44,291.77,39.18,179.91,177.44,286.36,209.21
3106,Tiéta,46.63,181.73,95.92,235.41,50.96,75.2,58.68,193.3,245.49,75.24,98.98,81.1,23.52,72.43,50.69,62.38,83.06,89.56,145.12,150.31,165.16,173.05,183.48,189.42,185.17,198.41,181.75,178.09,196.74,239.81,61.51,56.4,N/A,196.95,86.12,192.47,150.56,284.9,35.07,173.04,170.56,279.48,202.33
3201,Waho Touaourou Goro,287.29,181.85,221.1,61.56,291.61,315.85,299.34,169.26,65.13,232.08,339.64,321.76,252.74,313.08,291.35,303.04,239.9,212.14,242.03,212.82,192.37,185.77,183.6,171.15,148.44,161.67,111.2,107.54,126.19,62.84,302.17,297.06,N/A,160.21,208.71,189.02,205.56,38.96,270.51,196.25,190.94,35.14,70.78
3202,Unia,291.67,186.23,225.49,66.87,296.0,320.24,303.72,173.64,73.57,236.47,344.02,326.14,257.12,317.47,295.73,307.42,244.29,216.53,246.42,217.2,196.75,190.15,187.98,175.53,152.82,166.06,115.59,111.93,130.58,69.21,306.55,301.44,N/A,164.59,213.09,193.4,209.94,63.8,274.89,200.63,195.32,59.98,75.17
3203,Ouinné Pourina Plaine des lacs,277.66,172.22,211.48,47.46,281.98,306.22,289.71,159.63,50.07,222.46,330.01,312.13,243.11,303.46,281.72,293.41,230.28,202.52,232.41,203.19,182.74,176.14,173.97,161.52,138.81,152.05,101.58,97.91,116.56,48.44,292.54,287.43,3.51,150.58,199.08,179.39,195.93,48.04,260.88,186.62,181.31,42.68,61.16
3301,Kouaoua village - Amon Kasiori,191.38,54.58,106.02,154.53,195.71,219.95,203.43,66.15,164.61,136.18,243.74,225.86,156.83,217.18,195.44,207.14,144.0,115.49,63.99,34.78,14.75,21.86,56.33,62.27,83.35,109.0,100.87,97.2,115.85,158.93,206.26,201.15,N/A,78.62,112.05,65.32,27.51,204.01,174.6,17.78,13.24,198.59,121.44
3302,Méa Mébara - Ouérou Pimet,186.3,46.33,114.67,147.08,190.62,214.86,198.35,57.9,157.16,131.09,238.65,220.77,151.75,212.09,190.36,202.05,138.92,111.16,78.83,49.62,29.16,23.65,48.08,54.02,75.1,100.75,93.42,89.76,108.41,151.48,201.18,196.07,N/A,70.38,107.72,57.07,42.35,196.57,169.52,33.05,26.78,191.15,114.0
