poi_type,,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante,dass_etabs_sante
805,Nédivin - Bas Nindien,78.95,118.87,77.71,N/A,192.29,202.69,92.59,N/A,46.43,204.85,N/A,122.5,97.69,156.77,N/A,111.33,N/A,N/A,138.24,118.74,138.39,143.36,142.93,145.74,142.78,144.47,165.83,77.61,77.1,153.1,151.04,152.21,150.53,147.0,150.63,147.14,150.67,152.81,76.93,156.77,145.79,151.53,146.9,137.63,138.42,43.31,129.92,148.27,151.89,145.99,159.84,146.7,168.06,148.77,159.84,65.19,65.19,98.55,41.04,222.57,94.32,153.32,202.06,194.72,122.09,122.03,95.61,100.05,100.32,N/A,111.34,N/A,N/A,137.63,138.41,140.14,138.39,138.39,146.65,144.31,145.48,142.29,144.73,143.04,165.17,76.65,154.35,148.24,151.66,149.27,150.43,151.9,148.16,150.86,150.5,148.79,151.53,100.44,145.68,148.82,150.67,147.55,43.48,7.96,130.29,168.56,144.73,66.29,151.24,65.07,92.29,41.22,N/A,N/A,153.22,62.23,77.0,221.52,N/A,99.89,99.89,N/A,N/A,118.45,134.02,145.26,146.8,146.45,155.47,155.32,151.24,151.7,154.32,154.47,152.99,150.67,152.61,154.67,151.53,153.1,152.59,151.24,150.45,150.34,44.18,8.49,160.13,150.31,92.29
807,Boréaré - Coula - Karagreu - Nérin,63.8,106.38,94.16,N/A,177.14,190.19,110.69,N/A,64.54,189.7,N/A,107.35,82.54,144.27,N/A,113.88,N/A,N/A,125.74,106.24,125.89,130.87,130.44,133.25,130.28,131.97,150.68,65.11,64.61,140.6,138.55,139.72,138.03,134.51,138.14,134.64,138.18,140.32,64.44,144.27,133.3,139.04,134.4,125.14,125.93,30.82,148.03,135.77,139.39,133.49,147.34,134.21,155.56,136.28,147.34,83.29,83.29,86.06,59.14,207.42,112.42,138.17,189.56,179.57,106.94,106.89,80.46,84.9,85.17,N/A,113.92,N/A,N/A,125.14,125.92,127.65,125.89,125.89,134.16,131.81,132.98,129.8,132.24,130.54,150.03,64.16,141.86,135.75,139.16,136.78,137.94,139.4,135.67,138.37,138.01,136.3,139.04,85.3,133.19,136.33,138.18,135.06,30.99,26.06,148.39,156.06,132.24,84.39,138.75,83.18,77.15,59.33,N/A,N/A,138.07,47.08,93.45,206.37,N/A,84.74,84.74,N/A,N/A,105.96,121.53,132.76,134.3,133.96,142.97,142.82,138.75,139.2,141.83,141.97,140.49,138.18,140.11,142.17,139.04,140.6,140.1,138.75,137.95,137.84,31.69,26.59,147.64,137.81,77.15
808,Kua - Néoua - Gwa Ruviano,100.17,110.8,67.15,N/A,213.51,194.62,106.61,N/A,36.12,226.07,N/A,143.72,118.91,148.7,N/A,100.77,N/A,N/A,130.17,110.67,130.32,135.29,134.86,137.67,134.71,136.4,187.05,69.54,69.03,145.03,142.97,144.14,142.46,138.93,142.56,139.07,142.6,144.74,68.86,148.7,137.72,143.46,138.83,129.56,130.35,64.53,143.95,140.2,143.82,137.92,151.77,138.63,159.99,140.7,151.77,79.21,79.21,90.48,55.06,243.79,108.34,174.54,193.99,215.94,143.31,143.26,116.83,121.27,121.54,N/A,100.78,N/A,N/A,129.56,130.34,132.07,130.32,130.32,138.58,136.24,137.41,134.22,136.66,134.97,186.4,68.58,146.28,140.17,143.59,141.2,142.36,143.83,140.09,142.79,142.43,140.72,143.46,121.67,137.61,140.75,142.6,139.48,64.7,20.02,144.31,160.49,136.66,80.31,143.17,79.1,113.52,55.24,N/A,N/A,174.44,83.45,66.44,242.74,N/A,121.11,121.11,N/A,N/A,110.38,125.95,137.19,138.73,138.38,147.4,147.25,143.17,143.63,146.25,146.4,144.92,142.6,144.54,146.6,143.46,145.03,144.52,143.17,142.38,142.27,65.4,19.43,152.06,142.24,113.52
901,Vao,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.01,N/A,N/A,N/A,N/A,N/A,1.17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
902,Kunié hors Vao,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,12.12,N/A,N/A,N/A,N/A,N/A,12.03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
1001,Kaala Gomen village,83.17,195.46,189.3,N/A,47.17,279.27,113.16,N/A,193.36,59.73,N/A,29.49,54.34,233.35,N/A,205.62,N/A,N/A,214.82,195.32,214.97,219.95,219.51,222.32,219.36,221.05,20.71,154.19,153.69,229.68,227.62,228.79,227.11,223.58,227.21,223.72,227.25,229.4,153.51,233.35,222.37,228.12,223.48,214.21,215.0,119.89,116.6,224.85,228.47,222.57,236.42,223.28,244.64,225.35,236.42,111.21,111.21,175.14,135.49,77.45,114.9,8.16,278.64,49.6,29.78,29.9,57.64,53.32,53.37,N/A,205.65,N/A,N/A,214.21,215.0,216.72,214.97,214.97,223.23,220.89,222.06,218.88,221.31,219.62,20.05,153.24,230.94,224.82,228.24,225.86,227.01,228.48,224.74,227.44,227.08,225.37,228.12,53.79,222.26,225.41,227.25,224.14,120.06,158.5,116.96,245.14,221.31,110.12,227.83,111.33,60.16,135.77,N/A,N/A,8.07,90.55,188.59,76.4,N/A,52.35,53.03,N/A,N/A,195.04,210.6,221.84,223.38,223.04,232.05,231.9,227.83,228.28,230.9,231.05,229.57,227.25,229.19,231.25,228.12,229.68,229.18,227.83,227.03,226.92,120.76,159.03,236.72,226.89,60.16
1004,Ouéholle - Ouémou - Kourou,113.15,225.44,219.28,N/A,70.76,309.25,116.7,N/A,223.34,83.32,N/A,59.47,84.32,263.33,N/A,235.6,N/A,N/A,244.8,225.3,244.95,249.93,249.49,252.3,249.34,251.03,44.3,184.17,183.67,259.66,257.6,258.77,257.09,253.56,257.19,253.7,257.23,259.38,183.5,263.33,252.35,258.1,253.46,244.19,244.98,149.87,81.41,254.83,258.45,252.55,266.4,253.26,274.62,255.33,266.4,138.68,138.68,205.12,162.95,101.04,114.96,31.79,308.62,73.19,59.76,59.88,87.62,83.3,83.35,N/A,235.63,N/A,N/A,244.19,244.98,246.7,244.95,244.95,253.21,250.87,252.04,248.86,251.29,249.6,43.64,183.22,260.92,254.8,258.22,255.84,256.99,258.46,254.72,257.42,257.06,255.35,258.1,83.77,252.24,255.39,257.23,254.12,150.04,188.48,81.77,275.12,251.29,137.58,257.81,138.79,90.14,163.23,N/A,N/A,31.69,120.53,218.57,99.99,N/A,82.33,83.01,N/A,N/A,225.02,240.58,251.82,253.36,253.02,262.03,261.88,257.81,258.26,260.88,261.03,259.55,257.23,259.17,261.23,258.1,259.66,259.16,257.81,257.01,256.9,150.74,189.01,266.7,256.87,90.14
1006,Massif Ouazangou - Mont Kaala,88.24,200.52,194.37,N/A,55.44,284.34,118.23,N/A,198.43,67.99,N/A,34.56,59.41,238.42,N/A,210.69,N/A,N/A,219.89,200.39,220.04,225.01,224.58,227.39,224.43,226.12,28.98,159.26,158.76,234.75,232.69,233.86,232.18,228.65,232.28,228.79,232.32,234.46,158.58,238.42,227.44,233.19,228.55,219.28,220.07,124.96,127.19,229.92,233.54,227.64,241.49,228.35,249.71,230.42,241.49,116.28,116.28,180.21,140.56,85.71,119.97,17.55,283.71,57.87,34.85,34.97,62.71,58.39,58.44,N/A,210.72,N/A,N/A,219.28,220.06,221.79,220.04,220.04,228.3,225.96,227.13,223.95,226.38,224.69,28.32,158.3,236.01,229.89,233.31,230.92,232.08,233.55,229.81,232.51,232.15,230.44,233.19,58.85,227.33,230.47,232.32,229.2,125.13,163.56,127.55,250.21,226.38,115.19,232.89,116.4,65.23,140.84,N/A,N/A,17.45,95.62,193.66,84.67,N/A,57.42,58.1,N/A,N/A,200.11,215.67,226.91,228.45,228.1,237.12,236.97,232.89,233.35,235.97,236.12,234.64,232.32,234.26,236.32,233.19,234.75,234.25,232.89,232.1,231.99,125.83,164.1,241.78,231.96,65.23
1101,Koné village,32.73,145.01,138.86,N/A,93.49,228.83,62.22,N/A,142.92,106.05,N/A,23.7,3.9,182.91,N/A,155.18,N/A,N/A,164.38,144.88,164.53,169.5,169.07,171.88,168.92,170.61,67.03,103.75,103.25,179.24,177.18,178.35,176.67,173.14,176.77,173.28,176.81,178.95,103.07,182.91,171.93,177.68,173.04,163.77,164.56,69.45,99.55,174.41,178.03,172.13,185.98,172.84,194.2,174.91,185.98,60.27,60.27,124.7,84.54,123.77,63.95,54.52,228.2,95.92,23.29,23.24,7.2,2.56,2.65,N/A,155.21,N/A,N/A,163.77,164.55,166.28,164.53,164.53,172.79,170.45,171.62,168.44,170.87,169.18,66.37,102.79,180.5,174.38,177.8,175.41,176.57,178.04,174.3,177.0,176.64,174.93,177.68,2.94,171.82,174.96,176.81,173.69,69.62,108.05,99.92,194.7,170.87,59.17,177.38,60.38,9.72,84.82,N/A,N/A,54.42,40.11,138.15,122.72,N/A,1.92,2.31,N/A,N/A,144.6,160.16,171.4,172.94,172.59,181.61,181.46,177.38,177.84,180.46,180.61,179.13,176.81,178.75,180.81,177.68,179.24,178.74,177.38,176.59,176.48,70.32,108.59,186.27,176.45,9.72
1102,Paiamboué - La Caférie - Foué,29.09,141.38,135.23,N/A,97.63,225.19,60.58,N/A,139.28,110.18,N/A,27.84,3.4,179.27,N/A,151.54,N/A,N/A,160.74,141.24,160.89,165.87,165.44,168.25,165.28,166.97,71.17,100.11,99.61,175.6,173.55,174.72,173.03,169.51,173.14,169.64,173.17,175.32,99.44,179.27,168.3,174.04,169.4,160.14,160.93,65.82,97.91,170.77,174.39,168.49,182.34,169.21,190.56,171.28,182.34,58.62,58.62,121.06,82.9,127.9,62.31,58.66,224.56,100.06,27.42,27.37,3.42,5.43,5.69,N/A,151.58,N/A,N/A,160.14,160.92,162.65,160.89,160.89,169.15,166.81,167.98,164.8,167.24,165.54,70.51,99.16,176.86,170.75,174.16,171.78,172.94,174.4,170.67,173.37,173.0,171.3,174.04,5.82,168.19,171.33,173.17,170.06,65.99,104.42,98.27,191.06,167.24,57.53,173.75,58.74,6.11,83.18,N/A,N/A,58.56,36.47,134.52,126.86,N/A,5.26,5.26,N/A,N/A,140.96,156.53,167.76,169.3,168.96,177.97,177.82,173.75,174.2,176.83,176.97,175.49,173.17,175.11,177.17,174.04,175.6,175.1,173.75,172.95,172.84,66.69,104.95,182.64,172.81,6.11
1103,Baco - Koniambo,31.39,143.67,137.52,N/A,98.08,227.49,56.56,N/A,141.58,110.63,N/A,28.29,6.39,181.57,N/A,153.84,N/A,N/A,163.04,143.54,163.19,168.16,167.73,170.54,167.58,169.27,71.62,102.41,101.9,177.9,175.84,177.01,175.33,171.8,175.43,171.94,175.47,177.61,101.73,181.57,170.59,176.33,171.7,162.43,163.22,68.11,93.89,173.07,176.69,170.79,184.64,171.5,192.86,173.57,184.64,54.6,54.6,123.35,78.88,128.35,58.29,59.11,226.86,100.51,27.87,27.82,6.13,5.06,5.72,N/A,153.87,N/A,N/A,162.43,163.21,164.94,163.19,163.19,171.45,169.11,170.28,167.1,169.53,167.84,70.96,101.45,179.15,173.04,176.46,174.07,175.23,176.7,172.96,175.66,175.3,173.59,176.33,5.14,170.48,173.62,175.47,172.35,68.28,106.71,94.25,193.36,169.53,53.51,176.04,54.72,8.38,79.16,N/A,N/A,59.01,38.77,136.81,127.31,N/A,5.63,5.02,N/A,N/A,143.26,158.82,170.06,171.6,171.25,180.27,180.12,176.04,176.5,179.12,179.27,177.79,175.47,177.41,179.47,176.33,177.9,177.39,176.04,175.25,175.14,68.98,107.25,184.93,175.11,8.38
1105,Massif Koniambo - Pinjen,48.6,160.89,154.74,N/A,89.21,244.7,78.6,N/A,158.79,101.77,N/A,19.42,19.78,198.78,N/A,171.05,N/A,N/A,180.25,160.75,180.4,185.38,184.94,187.75,184.79,186.48,62.75,119.62,119.12,195.11,193.05,194.22,192.54,189.01,192.65,189.15,192.68,194.83,118.95,198.78,187.8,193.55,188.91,179.64,180.43,85.32,115.93,190.28,193.9,188.0,201.85,188.71,210.07,190.78,201.85,76.64,76.64,140.57,100.92,119.49,80.33,50.24,244.07,91.64,19.0,18.95,23.07,18.75,18.8,N/A,171.09,N/A,N/A,179.64,180.43,182.15,180.4,180.4,188.66,186.32,187.49,184.31,186.74,185.05,62.09,118.67,196.37,190.25,193.67,191.29,192.44,193.91,190.18,192.88,192.51,190.8,193.55,19.22,187.69,190.84,192.68,189.57,85.49,123.93,116.29,210.57,186.74,75.55,193.26,76.76,25.59,101.2,N/A,N/A,50.14,55.98,154.02,118.44,N/A,17.78,18.46,N/A,N/A,160.47,176.03,187.27,188.81,188.47,197.48,197.33,193.26,193.71,196.33,196.48,195.0,192.68,194.62,196.68,193.55,195.11,194.61,193.26,192.46,192.35,86.19,124.46,202.15,192.32,25.59
1107,Poindah - Noelly - Néami - Netchaot,36.78,149.06,142.91,N/A,105.82,232.88,53.85,N/A,145.11,118.38,N/A,36.03,13.32,186.96,N/A,159.23,N/A,N/A,168.43,148.93,168.58,173.55,173.12,175.93,172.97,174.66,79.37,107.8,107.29,183.29,181.23,182.4,180.72,177.19,180.82,177.33,180.86,183.0,107.12,186.96,175.98,181.72,177.09,167.82,168.61,73.5,91.18,178.46,182.08,176.18,190.03,176.89,198.25,178.96,190.03,51.89,51.89,128.74,76.17,136.1,55.58,66.86,232.25,108.26,35.62,35.57,11.78,12.71,13.43,N/A,159.26,N/A,N/A,167.82,168.6,170.33,168.58,168.58,176.84,174.5,175.67,172.49,174.92,173.23,78.71,106.84,184.54,178.43,181.85,179.46,180.62,182.09,178.35,181.05,180.69,178.98,181.72,12.46,175.87,179.01,180.86,177.74,73.67,108.58,91.54,198.75,174.92,50.8,181.43,52.01,13.94,76.45,N/A,N/A,66.76,44.16,142.2,135.06,N/A,13.4,12.69,N/A,N/A,148.65,164.21,175.45,176.99,176.64,185.66,185.51,181.43,181.89,184.51,184.66,183.18,180.86,182.8,184.86,181.72,183.29,182.78,181.43,180.64,180.53,74.37,109.12,190.32,180.5,13.94
1108,Bopope,48.55,160.84,154.32,N/A,118.21,244.65,40.2,N/A,136.56,130.77,N/A,48.42,25.37,198.73,N/A,171.0,N/A,N/A,180.2,160.7,180.35,185.32,184.89,187.7,184.74,186.43,91.75,119.57,119.07,195.06,193.0,194.17,192.49,188.96,192.59,189.1,192.63,194.78,118.89,198.73,187.75,193.5,188.86,179.59,180.38,85.27,77.54,190.23,193.85,187.95,201.8,188.66,210.02,190.73,201.8,38.25,38.25,140.52,62.53,148.49,41.94,79.24,244.02,120.64,48.01,47.96,23.29,25.05,25.79,N/A,171.03,N/A,N/A,179.59,180.37,182.1,180.35,180.35,188.61,186.27,187.44,184.26,186.69,185.0,91.1,118.61,196.32,190.2,193.62,191.24,192.39,193.86,190.12,192.82,192.46,190.75,193.5,24.57,187.64,190.79,192.63,189.52,85.44,98.08,77.9,210.52,186.69,37.16,193.21,38.37,25.54,62.81,N/A,N/A,79.14,55.93,153.61,147.44,N/A,25.76,25.05,N/A,N/A,160.42,175.98,187.22,188.76,188.41,197.43,197.28,193.21,193.66,196.28,196.43,194.95,192.63,194.57,196.63,193.5,195.06,194.56,193.21,192.41,192.3,86.14,98.62,202.09,192.27,25.54
1201,Koumac village,94.02,206.3,200.15,N/A,30.42,290.12,124.01,N/A,204.21,42.98,N/A,40.34,65.19,244.2,N/A,216.47,N/A,N/A,225.67,206.17,225.82,230.79,230.36,233.17,230.21,231.9,3.96,165.04,164.54,240.53,238.47,239.64,237.96,234.43,238.06,234.57,238.1,240.24,164.36,244.2,233.22,238.96,234.33,225.06,225.85,130.74,122.68,235.7,239.32,233.42,247.27,234.13,255.49,236.2,247.27,122.06,122.06,185.99,146.34,60.7,125.74,9.63,289.49,32.85,40.63,40.75,68.49,64.17,64.22,N/A,216.5,N/A,N/A,225.06,225.84,227.57,225.82,225.82,234.08,231.74,232.91,229.73,232.16,230.47,3.3,164.08,241.79,235.67,239.09,236.7,237.86,239.33,235.59,238.29,237.93,236.22,238.96,64.63,233.11,236.25,238.1,234.98,130.91,169.34,123.04,255.99,232.16,120.97,238.67,122.18,71.01,146.62,N/A,N/A,9.77,101.4,199.44,59.65,N/A,63.2,63.88,N/A,N/A,205.89,221.45,232.69,234.23,233.88,242.9,242.75,238.67,239.13,241.75,241.9,240.42,238.1,240.04,242.1,238.96,240.53,240.03,238.67,237.88,237.77,131.61,169.88,247.56,237.74,71.01
1202,Pagou - Paop - Wanac,99.33,211.61,205.46,N/A,26.05,295.42,129.32,N/A,209.51,39.95,N/A,45.64,70.5,249.5,N/A,221.77,N/A,N/A,230.98,211.48,231.12,236.1,235.67,238.48,235.52,237.2,3.03,170.34,169.84,245.83,243.78,244.95,243.26,239.74,243.37,239.88,243.41,245.55,169.67,249.5,238.53,244.27,239.63,230.37,231.16,136.05,127.98,241.01,244.62,238.72,252.57,239.44,260.79,241.51,252.57,127.37,127.37,191.29,151.64,56.33,131.05,14.93,294.79,28.49,45.93,46.05,73.8,69.47,69.52,N/A,221.81,N/A,N/A,230.37,231.15,232.88,231.12,231.12,239.39,237.04,238.21,235.03,237.47,235.77,2.89,169.39,247.09,240.98,244.4,242.01,243.17,244.63,240.9,243.6,243.24,241.53,244.27,69.94,238.42,241.56,243.41,240.29,136.22,174.65,128.35,261.29,237.47,126.27,243.98,127.48,76.31,151.92,N/A,N/A,15.07,106.7,204.75,55.28,N/A,68.5,69.18,N/A,N/A,211.19,226.76,238.0,239.53,239.19,248.2,248.05,243.98,244.43,247.06,247.2,245.72,243.41,245.35,247.41,244.27,245.84,245.33,243.98,243.18,243.07,136.92,175.18,252.87,243.04,76.31
1203,Paagoumène - Chagrin - Karack - Pagui,108.32,220.61,214.46,N/A,30.32,304.42,138.32,N/A,218.51,43.42,N/A,54.64,79.5,258.5,N/A,230.77,N/A,N/A,239.98,220.47,240.12,245.1,244.67,247.48,244.51,246.2,11.91,179.34,178.84,254.83,252.78,253.95,252.26,248.74,252.37,248.87,252.41,254.55,178.67,258.5,247.53,253.27,248.63,239.37,240.16,145.05,136.98,250.0,253.62,247.72,261.57,248.44,269.79,250.51,261.57,136.37,136.37,200.29,160.64,60.6,140.05,23.93,303.79,32.76,54.93,55.05,82.8,78.47,78.52,N/A,230.81,N/A,N/A,239.37,240.15,241.88,240.12,240.12,248.39,246.04,247.21,244.03,246.47,244.77,11.95,178.39,256.09,249.98,253.4,251.01,252.17,253.63,249.9,252.6,252.24,250.53,253.27,78.94,247.42,250.56,252.41,249.29,145.22,183.65,137.35,270.29,246.47,135.27,252.98,136.48,85.31,160.92,N/A,N/A,24.07,115.7,213.75,59.56,N/A,77.5,78.18,N/A,N/A,220.19,235.76,246.99,248.53,248.19,257.2,257.05,252.98,253.43,256.06,256.2,254.72,252.41,254.34,256.4,253.27,254.83,254.33,252.98,252.18,252.07,145.92,184.18,261.87,252.04,85.31
1206,Piton de Pandop,105.34,217.63,211.48,N/A,46.83,301.44,132.57,N/A,215.53,59.39,N/A,51.66,76.52,255.52,N/A,227.79,N/A,N/A,236.99,217.49,237.14,242.12,241.69,244.5,241.53,243.22,20.37,176.36,175.86,251.85,249.8,250.97,249.28,245.76,249.39,245.89,249.42,251.57,175.69,255.52,244.55,250.29,245.65,236.39,237.18,142.07,131.23,247.02,250.64,244.74,258.59,245.46,266.81,247.53,258.59,133.39,133.39,197.31,157.66,77.11,134.3,21.51,300.81,49.27,51.95,52.07,79.82,75.49,75.54,N/A,227.83,N/A,N/A,236.39,237.17,238.9,237.14,237.14,245.4,243.06,244.23,241.05,243.49,241.79,19.72,175.41,253.11,247.0,250.41,248.03,249.19,250.65,246.92,249.62,249.25,247.55,250.29,75.96,244.44,247.58,249.42,246.31,142.24,180.67,131.6,267.31,243.49,132.29,250.0,133.5,82.33,157.94,N/A,N/A,21.65,112.72,210.77,76.06,N/A,74.52,75.2,N/A,N/A,217.21,232.78,244.01,245.55,245.21,254.22,254.07,250.0,250.45,253.08,253.22,251.74,249.42,251.36,253.42,250.29,251.85,251.35,250.0,249.2,249.09,142.94,181.2,258.89,249.06,82.33
1301,La Foa village,82.53,43.73,45.96,N/A,195.87,127.54,156.34,N/A,50.01,208.43,N/A,126.08,101.26,81.62,N/A,53.89,N/A,N/A,63.09,43.59,63.24,68.21,67.78,70.59,67.63,69.32,169.41,3.58,3.46,77.95,75.89,77.06,75.38,71.85,75.48,71.99,75.52,77.67,3.66,81.62,70.64,76.39,71.75,62.48,63.27,35.62,193.68,73.12,76.74,70.84,84.69,71.55,92.91,73.62,84.69,141.95,141.95,23.41,117.79,226.15,158.07,156.9,126.91,198.3,125.66,125.61,99.19,103.63,103.9,N/A,53.92,N/A,N/A,62.48,63.27,64.99,63.24,63.24,71.5,69.16,70.33,67.15,69.58,67.89,168.75,3.62,79.21,73.09,76.51,74.13,75.28,76.75,73.01,75.71,75.35,73.64,76.39,104.02,70.53,73.68,75.52,72.41,35.45,82.4,194.04,93.41,69.58,143.04,76.1,141.83,95.87,117.98,N/A,N/A,156.8,65.81,45.25,225.1,N/A,103.47,103.47,N/A,N/A,43.31,58.87,70.11,71.65,71.31,80.32,80.17,76.1,76.55,79.17,79.32,77.84,75.52,77.46,79.52,76.39,77.95,77.45,76.1,75.3,75.19,35.02,81.67,84.99,75.16,95.87
1303,Oua Tom Forêt noire Pierrat,93.66,48.89,57.08,N/A,207.0,132.7,167.47,N/A,61.13,219.56,N/A,137.21,112.4,86.78,N/A,59.05,N/A,N/A,68.25,48.75,68.4,73.37,72.94,75.75,72.79,74.48,180.54,13.16,13.17,83.11,81.05,82.22,80.54,77.01,80.64,77.15,80.68,82.83,13.4,86.78,75.8,81.55,76.91,67.64,68.43,46.75,204.81,78.28,81.9,76.0,89.85,76.71,98.07,78.78,89.85,153.07,153.07,28.57,128.92,237.28,169.2,168.03,132.07,209.43,136.8,136.75,110.32,114.76,115.03,N/A,59.08,N/A,N/A,67.64,68.43,70.15,68.4,68.4,76.66,74.32,75.49,72.31,74.74,73.05,179.88,13.39,84.37,78.25,81.67,79.29,80.44,81.91,78.17,80.87,80.51,78.8,81.55,115.15,75.69,78.84,80.68,77.57,46.58,93.52,205.17,98.57,74.74,154.17,81.26,152.96,107.0,129.1,N/A,N/A,167.93,76.94,56.37,236.23,N/A,114.6,114.6,N/A,N/A,48.47,64.03,75.27,76.81,76.47,85.48,85.33,81.26,81.71,84.33,84.48,83.0,80.68,82.62,84.68,81.55,83.11,82.61,81.26,80.46,80.35,46.15,92.8,90.15,80.32,107.0
